OpportunityID,OpportunityTitle,OpportunityNumber,OpportunityCategory,FundingInstrumentType,CategoryOfFundingActivity,CategoryExplanation,CFDANumbers,EligibleApplicants,AdditionalInformationOnEligibility,AgencyCode,AgencyName,PostDate,CloseDate,LastUpdatedDate,AwardCeiling,AwardFloor,EstimatedTotalProgramFunding,ExpectedNumberOfAwards,Description,Version,CostSharingOrMatchingRequirement,ArchiveDate,GrantorContactEmail,GrantorContactEmailDescription,GrantorContactText,AdditionalInformationURL,AdditionalInformationText,CloseDateExplanation,OpportunityCategoryExplanation
337487,BRAIN Initiative: Standards to Define Experiments Related to the BRAIN Initiative (R01 Clinical Trial Not Allowed),RFA-MH-22-145,D,G,ISS,,93.867,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,01212022,2024-06-14,01242022,,,,,Reissue of RFA-MH-20-128 This Funding Opportunity Announcement (FOA) solicits applications to develop standards that describe experimental protocols that are being conducted as part of the BRAIN Initiative. It is expected that applications will solicit community input at all stages of the process. It is recommended that the first step of standard development will involve sharing data between different key groups in the experimental community in order to ensure that the developing standard will cover the way that all of those groups are collecting data. The developed standard is expected to be made widely available.,Synopsis 1,No,07202024,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-MH-22-145.html,http://grants.nih.gov/grants/guide/rfa-files/RFA-MH-22-145.html,,
337486,Cancer Tissue Engineering Collaborative: Enabling Biomimetic Tissue-Engineered Technologies for Cancer Research (R01 Clinical Trial Optional),PAR-22-099,D,G,HL,,93.399,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,01212022,2025-05-07,01242022,40000,,,,"This Funding Opportunity Announcement (FOA) will support the development and characterization of state-of-the-art biomimetic tissue-engineered technologies for cancer research. Collaborative, multidisciplinary projects that engage the fields of regenerative medicine, tissue engineering, biomaterials, and bioengineering with cancer biology will be essential for generating novel experimental models that mimic cancer pathophysiology in the context of a testable cancer research hypothesis. The projects supported by this FOA will collectively participate in the Cancer Tissue Engineering Collaborative (TEC) Research Program. The Cancer TEC Program will (1) catalyze the advancement of innovative, well characterized in vitro and ex vivo systems available for cancer research, (2) expand the breadth of these systems to several cancer types, and (3) promote the exploration of cancer phenomena with biomimetic tissue-engineered systems.",Synopsis 1,No,06122025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-22-099.html,http://grants.nih.gov/grants/guide/pa-files/PAR-22-099.html,,
337513,"Catalyze: Product Definition for Small Molecules and Biologics - Target Identification and Validation, and Preliminary Product/Lead Series Identification (R61/R33  Clinical Trials Not Allowed)",RFA-HL-23-011,D,G,HL,,93.840,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,01242022,2024-12-20,01242022,,,,,"This Catalyze Product Definition Funding Opportunity Announcement (FOA) will provide the early stage translational support needed to identify and characterize potential therapeutic candidates to treat heart, lung, blood, and sleep diseases and disorders. This FOA is part of a suite of Catalyze innovation grants to advance projects to the point where they can meet the entry criteria for the NHLBI Catalyze Preclinical program or attract independent development support from other federal or private partners for preclinical optimization and development of therapeutic agents.",Synopsis 1,No,01252025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-011.html,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-011.html,,
337512,Catalyze: Enabling Technologies and Transformative Platforms for HLBS Research (R33 - Clinical Trials Not Allowed),RFA-HL-23-010,D,G,HL,,93.840,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,01242022,2024-12-20,01242022,300000,,,,"This Funding Opportunity Announcement (FOA) solicits grant applications to further develop enabling technologies and transformative platforms to catalyze next-generation predictive, diagnostic and therapeutic products to address heart, lung, blood, and sleep (HLBS)-related disorders and diseases. This FOA solicits R33 applications where major feasibility gaps for the enabling technology or transformative platform have already been overcome, as demonstrated with supportive preliminary data, but still requires further development and rigorous validation to encourage downstream demonstration, utilization and adoption. Well-suited applications must offer the potential to accelerate and/or transform the areas of early detection and screening, model development, clinical diagnosis, treatment, control, prevention or epidemiology, while addressing issues associated with HLBS-related diseases and disorders. Projects proposing application of existing technologies where the novelty resides in the biological or clinical target/question being pursued are not appropriate for this solicitation and will not be reviewed. This FOA is part of a suite of NHLBI Catalyze program to advance projects to the point where they can meet the entry criteria for the NHLBI Catalyze Product Definition or Preclinical FOAs.",Synopsis 1,No,01252025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-010.html,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-010.html,,
337514,NIMH Instrumentation Program (S10 Clinical Trial Not Allowed),RFA-MH-22-155,D,G,HL,,93.242,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are not allowed.",HHS-NIH11,National Institutes of Health,01242022,2024-10-09,01242022,,,,,"Reissue of RFA-MH-20-555. The NIMH Instrumentation Program encourages applications from NIH funded investigators to purchase or upgrade a single commercially available instrument or a group of components to create an instrument that is not commercially available. Examples of instruments that might be submitted under this Funding Opportunity Announcement (FOA) include light microscopes, electron microscopes, spectrophotometers, and biomedical imagers.",Synopsis 1,No,11142024,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-MH-22-155.html,http://grants.nih.gov/grants/guide/rfa-files/RFA-MH-22-155.html,,
337524,"Catalyze: Product Definition  Device Prototype Testing and Design Modification, Diagnostic Disease Target Assay Development and Design Characterization, and Research Tool Testing and Validation  (R33 - Clinical Trials Not Allowed)",RFA-HL-23-014,D,G,HL,,93.840,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,01242022,2024-12-20,01242022,250000,,,,"This Funding Opportunity Announcement (FOA) will provide the early stage translational support needed for prototype testing/design modification, assay development for diagnostic disease targets, and development of research tools for use in the treatment of HLBS diseases and disorders. This FOA is part of a suite of Catalyze innovation grants to advance projects to the point where they can meet the entry criteria for the NHLBI Catalyze Preclinical program or attract independent development support from other federal or private partners for preclinical product optimization and characterization.",Synopsis 1,No,01252025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-014.html,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-014.html,,
337527,"Catalyze: Product Definition  Device Prototype Design and Testing, Diagnostic Disease Target Identification and Assay Development, and Research Tool Development (R61/R33 - Clinical Trial Not Allowed)",RFA-HL-23-013,D,G,HL,,93.840,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,01242022,2024-12-20,01242022,,,,,"This Catalyze Product Definition Funding Opportunity Announcement (FOA) will provide the early stage translational support needed to develop and test device prototype designs, identify diagnostic disease targets and develop associated assays, and develop research tools for use in the treatment of HLBS diseases and disorders. This FOA is part of a suite of Catalyze innovation grants to advance projects to the point where they can meet the entry criteria for the NHLBI Catalyze Preclinical program or attract independent development support from other federal or private partners for preclinical product optimization and characterization.",Synopsis 1,No,01252025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-013.html,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-013.html,,
337526,Catalyze: Product Definition for Small Molecules and Biologics - Preliminary Product/Lead Series Identification (R33 - Clinical Trial Not Allowed),RFA-HL-23-012,D,G,HL,,93.840,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,01242022,2024-12-20,01242022,350000,,,,"This Funding Opportunity Announcement (FOA) will provide the early stage translational support needed to identify a lead compound series toward development of potential therapeutic agents to treat heart, lung, blood, and sleep diseases and disorders. This FOA is part of a suite of Catalyze innovation grants to advance projects to the point where they can meet the entry criteria for the NHLBI Catalyze Preclinical program or attract independent development support from other federal or private partners for preclinical optimization and development of therapeutic agents.",Synopsis 1,No,01252025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-012.html,http://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-012.html,,
337735,NHGRI Short Courses for Genomics-Related Research Education (R25 Clinical Trial Not Allowed),PAR-22-095,D,G,HL,,93.172,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Tribally Controlled Colleges and Universities (TCCUs) ; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply  Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are not allowed.",HHS-NIH11,National Institutes of Health,01312022,2025-01-25,01312022,150000,,,,"The NIH Research Education Program (R25) supports research education activities in the mission areas of the NIH. The over-arching goal of this NHGRI R25 program is to support educational activities that complement and/or enhance the training of a workforce to meet the nations biomedical, behavioral and clinical research needs. To accomplish the stated over-arching goal, this FOA will support creative educational activities with a primary focus on: Courses for Skills Development. Proposed short courses are expected to facilitate the development of a cadre of investigators with the requisite research skills to advance the mission of NHGRI. Applications are encouraged that propose innovative, advanced-level courses that are intended to disseminate new knowledge, analyses, methods and techniques related to the scientific, medical, ethial, social and/or legal areas of genomics research.",Synopsis 1,No,03022025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-22-095.html,http://grants.nih.gov/grants/guide/pa-files/PAR-22-095.html,,
337814,NIA Renewal and Revision Cooperative Agreements in AD/ADRD Research  (U24 Clinical Trial Not Allowed),PAR-22-110,D,CA,HL,,93.866,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,02032022,2024-09-25,02032022,,,,,"This Funding Opportunity Announcement (FOA) allows for renewal and competitive revision applications, and their resubmissions, for funded U24?Research Resource/Infrastructure?applications?that?support?large-scale, complex research programs focused on?Alzheimers disease (AD) and?Alzheimers disease-related dementias (ADRD).?It is anticipated that such programs will likely involve a team of investigators within a single institution or a consortium of?institutions?and?align with one or more?AD/ADRD implementation research milestones?supporting the?research goals of the??National Plan to Address Alzheimers and Related Dementias.",Synopsis 1,No,10312024,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-22-110.html,http://grants.nih.gov/grants/guide/pa-files/PAR-22-110.html,,
337854,Early-Stage Preclinical Validation of Therapeutic Leads for Diseases of Interest to the NIDDK (R01 Clinical Trial Not Allowed),PAR-22-111,D,G,HL,,93.847,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,02042022,2025-01-07,02042022,,,,,"The goal of this Funding Opportunity Announcement (FOA) is to support translational research that provides strong justification for later-phase therapeutics discovery and development efforts in health-related outcomes relevant to the National Institute of Diabetes and Digestive and Kidney Diseases. This includes outcomes relevant to obesity, diabetes and related aspects of endocrinology and metabolism, digestive diseases, liver diseases, nutrition, kidney and urological diseases, and hematology. Additional information concerning programmatic areas at NIDDK is available a www.niddk.nih.gov/research-funding/research-programs/Pages/default.aspx and applicants are strongly encouraged to discuss research priorities with the Scientific Contact.",Synopsis 1,No,02122025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-22-111.html,http://grants.nih.gov/grants/guide/pa-files/PAR-22-111.html,,
337917,Global Brain and Nervous System Disorders Research Across the Lifespan (R21 Clinical Trial Optional),PAR-22-098,D,G,ISS,,93.989,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,02082022,2024-12-09,02092022,,,,,"This is a reissue to correct a few errors and omissions. This Funding Opportunity Announcement (FOA) encourages exploratory/developmental research grant applications, proposing the development of innovative, collaborative research projects on brain and other nervous system function and disorders throughout life, relevant to low- and middle-income countries (LMICs). Research on neurological, mental, behavioral, alcohol and substance use disorders may span the full range of science from basic to implementation research. Scientists in the United States (U.S.) or upper-middle income countries (UMICs) are eligible to partner with scientists in LMIC institutions. Scientists in upper middle-income LMICs (UMICs) are also eligible to partner directly with scientists at other LMIC institutions with or without out a US partner. Income categories used are as defined by the World Bank at http://data.worldbank.org/about/country-classifications/country-and-lending-groups. These grants are expected to foster the development of more comprehensive research programs that contribute to the long-term goals of building sustainable research capacity in LMICs to address nervous system development, function and impairment throughout life and to lead to diagnostics, prevention, treatment and implementation strategies. The proposed work may also contribute to developing a base for research networking and evidence-based policy beyond the specific research project.",Synopsis 1,No,01142025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-22-098.html,http://grants.nih.gov/grants/guide/pa-files/PAR-22-098.html,,
337926,Global Brain and Nervous System Disorders Research Across the Lifespan (R01 Clinical Trials Optional),PAR-22-097,D,G,ISS,,93.989,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,02082022,2024-12-09,02092022,,,,,"This is a reissue to correct errors and omissions. This Funding Opportunity Announcement (FOA) encourages grant applications for the conduct of innovative, collaborative research projects between U.S. and low- and middle-income country (LMIC) scientists, on brain and other nervous system function and disorders throughout life, relevant to LMICs (including neurological, mental, behavioral, alcohol and substance use disorders and spanning the full range of science from basic to implementation research). Scientists in upper middle-income LMICs (UMICs) are also eligible to partner directly with scientists at other LMIC institutions with or without out a US partner. Income categories are defined by the World Bank at http://data.worldbank.org/about/country-classifications/country-and-lending-groups.",Synopsis 1,No,01142025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-22-097.html,http://grants.nih.gov/grants/guide/pa-files/PAR-22-097.html,,
337951,BRAIN Initiative: Targeted BRAIN Circuits Projects- TargetedBCP (R01 Clinical Trial Not Allowed),RFA-NS-22-026,D,G,ISS,,93.867,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,02102022,2024-10-02,02102022,,,,,"(Reissue of RFA-NS-18-030) This FOA solicits applications for research projects that use innovative, methodologically-integrated approaches to understand how circuit activity gives rise to mental experience and behavior. The goal is to support projects that can realize a meaningful outcome within 5 years. Applications should address circuit function in the context of specific neural systems such as sensation, perception, attention, reasoning, intention, decision-making, emotion, navigation, communication or homeostasis. Projects should link theory and data analysis to experimental design and should produce predictive models as deliverables. Projects should aim to improve the understanding of circuits of the central nervous system by systematically controlling stimuli and/or behavior while actively recording and/or manipulating dynamic patterns of neural activity. Projects can use non-human and human species, and applications should explain how the selected species offers ideal conditions for revealing general principles about the circuit basis of a specific behavior.",Synopsis 1,No,11072024,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-026.html,http://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-026.html,,
337952,BRAIN Initiative: Targeted BRAIN Circuits Planning Projects  TargetedBCPP (R34 Clinical Trials Not Allowed),RFA-NS-22-027,D,G,ISS,,93.867,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,02102022,2024-10-02,02102022,225000,,,,"(Reissue of RFA-NS-18-014 and RFA-NS-21-014) This R34 FOA solicits applications that offer a limited scope of aims and an approach that will establish feasibility, validity, or other technically qualifying results that, if successful, would support, enable, and/or lay the groundwork for a potential, subsequent Targeted Brain Circuits Projects - TargetedBCP R01, as described in the companion FOA (RFA-NS-22-026). Applications should be exploratory research projects that use innovative, methodologically-integrated approaches to understand how circuit activity gives rise to mental experience and behavior.",Synopsis 1,No,11072024,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-027.html,http://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-027.html,,
337991,NIDCR Mentored Career Development Award to Promote Diversity (K01 Clinical Trial Required),PAR-22-051,D,G,HL,,93.121,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply. Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,02112022,2025-01-07,02112022,,,,,"The purpose of the NIDCR Mentored Career Development Award to Promote Diversity is to support postdoctoral fellows and early career faculty from diverse backgrounds, including those from groups underrepresented in the biomedical, behavioral, and social sciences to enhance the diversity of well-trained dental, oral, and craniofacial research workforce. This FOA provides salary and research support for a sustained period of protected time for intensive research career development under the guidance of an experienced mentor.",Synopsis 1,No,02122025,OERWebmaster03@od.nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH OER Webmaster&lt;br/&gt;OERWebmaster03@od.nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-22-051.html,http://grants.nih.gov/grants/guide/pa-files/PAR-22-051.html,,
